target_sentence,source_sentence
"Aunque ciertamente hubo un brote de la cepa H2N2 de gripe aviar en República Dominicana en 2008, los funcionarios dominicanos han sido tajantes en que actualmente el país está libre de gripe aviar, y afirman que las cinco víctimas mortales de gripe se han debido a la gripe porcina, que no tiene impacto en la calidad de las exportaciones locales de carne.","2008 maran República Dominicana uksan chhuxi usu aviar H2N2 chhuxi usu aviar H2N2 utjanwa, juchhax dominican irnaqirinakax yatiyapxi jichhax janiw kuna chhuxi usu aviar uk aka marqan utjiti, uka phisqa chhuxi usut jiwatanakax chhuxi usu porcina ukat jiwawayapxi."
"Los participantes debatieron sobre el aumento de la visibilidad de los ""bloggers"" y de los medios sociales en Cuba, y de la particular forma en la que se usan estos nuevos medios de comunicación en la isla, donde la tasa de penetración de Internet y de los teléfonos móviles es extremadamente baja.","Yatiñasatakixa, Cuba markanxa janiw wali internet ukax utjkiti."
Un artículo de ICTJ sobre Voces de Dignidad añade:,ICTJan kamachix Voces de Dignidadat akham siwa:
Mientras que otros como Ana (@AnaLargaespada) hablaron sobre posible negligencia:,"Ukch ’ añkamax yaqhipanakax arusipxanw janiw sum uñjatatapakiti sasa, kullaka Ana (@ AnaLargaespada) jupjama:"
¡Gracias!,¡Yuspajara!
"Mientras, Benedicto XVI culminó su discurso de llegada afirmando:","Purïwipxaruxa, Raúl Castro jilïr irpirix Papa-aruw munasiñamp katuqäna kawkirinti jupax sänwa:"
Chile: Los 33 mineros atrapados están vivos,Chile: 33ni Qhuyan Irnaqir Allxatatanakax Jakasipkiwa
"Todos los dias, los líderes de nuestras secciones, editores y autores y traductores voluntarios trabajan juntos a través de fronteras, zonas horarias y barreras idiomáticas para ampliar lo mejor de los medios ciudadanos y sociales, informar sobre libertad de expresión en línea y apoyar a otros a unirse a la conversación global.","Sapüruw yanapt 'asir p 'qinchirinaka, editores, qillqirinaka, ukat ajqukipirinakax irnaqapxi, kunayman arunakan medios ciudadanos ukat sociales uka jiltayañataki, libertad de expresión en línea ukxata ukat yaqhanakan chikancht 'asipxañapataki."
"La Red de Blogueros y Activistas inició esta protesta y levantamiento el martes 5 de febrero en la tarde, después del anuncio del veredicto y la sentencia de cadena perpetua al líder del Partido Jamaat-e-Islami Abdul Quader Mollah.","Bloguero-nakamp Activista-nakampix 5 urunak saraqkipan jayp ’ un anata phaxsita aka arst ’ aw qalltapxi ukhamarak sartayapxi, veredicto arsüwitx ukhamarak sentenciatat Jamaat Islami Abdul tama irpiri Quader Mollahx janipin mistuñpatak ukatata."
"Elizabeth Rivera, autora y traductora de Global Voices","Elizabeth Riveraxa, qilqt 'iri ukhamarak Global Voices ukan mä arut yaqha arur jaqukipiriwa"
Ahora vamos a organizar el dialogo con las fuerzas vivas de Colón.,Jichhax Colon ukankirinakampiw mayacht ’ asiñäni.
"Una declaración de amor al idioma portugués, en todas sus variantes",Portugués Arur Munasiwit Uñt 'ayata Taqpach Mayjt 'aw Arunakata (Variantes)
"Los terremotos de magnitud 4.5 y 5.1 en la escala de Richter, y las réplicas subsiguientes, han dejado un saldo de nueve muertos hasta el momento y alrededor de 300 heridos.","Uraq khathatiwix 4.5 ukatx 5.1 escala de Richter ukhanwa, ukat anchhitkamax llä tunka jiwatanakaw utjxi, ukat usuchjatanakax niya 300ka ukjawa."
Bidad comparte sentimientos similares:,Damavandiyeh sutinisti qilqt 'iwa:
La gente se adaptó a la guerra.,Markax nayruruts juk ’ amp khusaxiwa ukjamarus jaqinakax ch ’ axwaw taypin sarnaqir yatitaxapxiwa.
"Dennis Ritchie, leyenda de la ciencia de la computación, murió el 8 de octubre de 2011 en su casa de Nueva Jersey a los 70 años de edad, dejando tras de sí un legado de enorme impacto en el desarrollo mundial.",New Jersey-an taypi sat phaxsin kimsaqalq ur saraqataruw atamirit yatxatat Dennis Ritchie -x paqalq tunk maranïkas aw jach 'a luräwinak jaytas utapan jiwxi.
"Hace casi cinco semanas, Pekín vivió el día de peor calidad del aire registrado: los niveles de PM2.5 — partículas pequeñas que pueden provocar enfermedades de pulmón, cardiovasculares y respiratorias — se elevaron más de 30 veces por encima del nivel que la Organización Mundial de la Salud considera seguro.","Niya phisqha siman jalkiptatarxaruxa, Beijing-ax kuntaminasyun uñjäna: jisk ’ a partikulanakax pulmun usunakas kartyuwaskular usunakas ukat samsuñ usunakas ukjam apanispa, ukat “Organización Mundial de la Salud-an ” sataparjamax jan walinakax 30 kutimpiw yapxattawayi."
Los medios convencionales como ABC han hecho la misma conexión:,Aka jamuqaxa: Juan Luis Sánchez jupan apaqata
Mi experiencia gay comenzó enamorándome y creo que todos pueden sentir eso en este mundo.,Irán markanxa: chacha – warmipur munasiñax taripataw jiwayawimpi.
@olfatg: ¿qué pasará ahora?,@ Haifa _: ¿kunas paspachañ jisk ’ a imill jiwan ukhaxa? ¿wilamasipar churapachanit mä iMac ukxa?
"@artate: en el reflejo de las gafas de Ghadaffi no podéis ver a nadie, ¿verdad? … http://tinyurl.com/6632g87 #libya #crazytalk","@ sate3: http: / / twitpic.com / 42lt4u - chiqpachansa mä wali ch ’ amani arsuwiwa, ukanxa jan amuyuni jan ch ’ amani jach 'ajach 'a kulir arupa uñicht ’ ayasa. # Feb17 # Libya"
"@SanBlasSpanish: Ayer fue el Inti Raymi, ¡espero que todos lo hayan disfrutado!","@ Vientino: Wali willjtatpachwa serranías de los Andes uksan Inti Raymi ukar jach 'anchapxi, serranías de los Andes."
"Por su parte, Chile sostiene que los límites marítimos fueron acordados tras la firma de los tratados de 1952 y 1954.","Ukhamaraki, Chilex lamar quta qurpachäwix 1952 ukhamark 1954 maranakan amtäwin amtatan sasaw arst ’ i."
"Este discurso sin sentido y, al parecer, improvisado fue seguido por ciudadanos libios y árabes así como por ciudadanos de todo el mundo en Twitter.",Aka arsuwixa wali jan amuyu jaqina arsupawa. Libia markachirinakampi uraq pachana twiter tuqinkirinakampi taqi akanakx arkapxatayna.
Cómo puede ser que todo un país reprobara?!,¡¿Janipinit mä ch ’ ikhisiris uka markan utjkpacha?!
"Gracias a él empecé a leer más, escuchar más radio en español, y tomar clases avanzadas.","Jupapinw ullaña, español radionak isch 'ukiñ ukat juk 'amp yatxataskakiñar sarantawayta."
China ordena que los hijos mayores visiten a sus padres,China markan wawanakax awk taykanakarux uñjañapapuniwa
"Tres activistas de derechos humanos de Shenzhen, que fueron rapidamente arrestados por la policía secreta, se manifiestan en favor de la democracia en un protesta contra Japón.","Derechos humanos de Shenzhen ukan Kimsa arkirinakaw jank ’ akpun jan pallapalljamamp katurata, arsusipxiwa suma jakasiñataki, ukat arsusis kutiyapxi Japóntuqi."
"Debkafile informa: ""Agua, electricidad y líneas telefónicas han sido cortadas para los 400,000 habitantes de Hama"".","Debkafile yatiyiwa: ""Uma, q ’ ixuq ’ ix kallis ukhamarak jayat jawsañatak yänakas pusi patak waranqan Hama markan jakirinakatakix kharjatawa""."
"Incluso el Director del ITLA, José Armando Tavárez, se pronunció:","Ukampirus Director del ITLA, José Armando Tavárez, sawayiwa:"
Existen dos teorías conspirativas sobre este asesinato.,Jiwayawxat utjiwa pä amuyawi.
Cantinflas sigue siendo una estrella de cine del pueblo.,Jiwatapats Cantinflasax tiliwisyun wakicht ’ äwiptuqix jaqirux amuythapiyaskakiwa.
No hay nada como un cambio en el clima para hacer que la gente hable.,Qatar: Mä ch 'aqa jallu purjatt 'awix wal kusisiyi
Perú: La campaña presidencial en videos,Perú: Campaña Presidencial Ukax Waraqt 'at Jamuqanakankiwa
"Mientras que el gobierno de Colombia inicia nuevas rondas de negociación por la paz con las guerrillas de izquierda o Fuerzas Armadas Revolucionarias de Colombia (FARC), ha habido mucha especulación sobre la posibilidad de una paz sostenible.","Maysatuqit Colombia markan gobiernox Fuerzas Armadas Revolucionarias de Colombia (FARC) jupanakan walt ’ asiñatak tantachasipxi, yaqhsatuqitsti, yaqhipanakax sostenible wakisiw jiqjatasispa, sasipkäna."
"#CacerolazoPor Tener un mejor país para todos y para las personas de un futuro!! — Camila Andrea (@CamiAndreDiaz) September 4, 2013","# Phukhunakamp luxusiña Taqinitak mä aski markaniña, ukjamat aski markachinakax utjñapatakiwa!! — Camila Andrea (@ CamiAndreDiaz) 2013 marana, 4 urunak sata phaxsita"
"El taller concluyó en la sala de reuniones con una breve evaluación, en la cual los docentes agradecieron a los jóvenes de Jaqi Aru y al Ministerio de Educación por organizar el taller y por las capacitaciones.","Ukhamatw yatichäwix tukuyasxana tantachasiñ utana mä juk 'a yant 'awinak lurasa, ukanx yatichirinakax Jaqi Aru waynanakaru ukat Yatich Kamani ukankirinakaruw jallallt 'apxäna, jupanakatx waljanirakiw Aymar arun tecnologiastuqi uñt 'ayañ amt 'apxana."
Con un juicio histórico que lo remite a las páginas más infames de América Latina.,Mä wali jisk ’ achat k ’ umit América Latina jach ’ a taripüwimpi.
"Wikipedia, los derechos de autor y la libertad de expresión en internet","Wikipedia, Qillqirin (autor) derechunakapa ukat libertad de expresión internet ukana"
La imagen muestra la concentración en una esquina del Victoria Park.,The photo shows the gathering at a corner of Victoria Park.
"Diversos organismos electorales deben realizar ahora un serio examen de conciencia y revisar seriamente sus técnicas de encuesta las que, se ha visto, tienen fallas.","Suthichai Yoon jichax willtat atipirinakax taqpachaniw amuyt ’ awinakap ukjamar apnaqawinakapa, uñakipt ’ asipxañapa."
España: Planeando acciones para mayo 2012,España: Llamayu phaxsitak 2012n maran wakichawinak wakichasa
"@GroverYapura: #Censo2012, solo hay una opcion el 21: Ser contado y ayudar a contar #Bolivia","@ GroverYapura: # Censo2012, 21 ukakiwa: Jakthapiyasiñataki ukat # Bolivia suyur jakhuñ yanapañataki."
"Global Voices es una comunidad voluntaria de más de 500 escritores, traductores y activistas de medios digitales quienes trabajan para difundir información e historias de todas partes del mundo.","Global Voices ukax 500k inak qilqirinakana, jaqukipirinakan mä tamachäwiwa, uraqpachan yatiyawinakap uñt 'ayapxi."
"En BlogaCine, Carlos Caridad-Montero pide a sus lectores votar por la mejor película venezolana del 2010, y brinda el trailer de cada película.","BlogaCine, Carlos Caridad Montero satax ullart ’ irinakaparuw kust ’ at pilikula Venezolana 2010 ukan chhijllapxañapatak mayi, sapa pilikula ukatx mä tráiler waxt ’ añwa amti."
